# 规划纵一路 面试转写

音频文件：规划纵一路.m4a
转录模型：whisper.cpp small

说明：这是机器原始转写，未逐句人工改写。录音中的 RAG、Agent、召回、数据集、UI 自动化、XPath、AGENTS.md、Skill、MCP、DeepEval / Ragas 及部分支付渠道名称存在明显识别误差；请以《伊智面试题整理》中按上下文校正后的术语为准。

[00:00:00 - 00:00:29] 好 现在就自我介绍 对 面试官你好 我叫梁天泰是
[00:00:29 - 00:00:34] 来面试这个女人技术工程师的这么一个岗位
[00:53:24 - 00:53:28] 然后订单完成这些多个订单状态
[00:53:28 - 00:53:31] 然后去查看多个端口
[00:53:31 - 00:53:33] 对应的不同的一个
[00:53:33 - 00:53:37] 像服务人员有那种贼费啊
[00:53:37 - 00:53:39] 服务小费啊这种
[00:53:39 - 00:53:43] 像是否能到账这边的情况支付
[00:53:46 - 00:53:51] 这是我对支付的一些设施点
[00:53:51 - 00:53:56] 还有我再想一想
[00:53:56 - 00:53:58] 还有的话
[00:53:58 - 00:54:04] 那就是要考虑
[00:54:04 - 00:54:07] 考虑一些特殊的一些场景
[00:54:07 - 00:54:11] 像如果是用我个人的话会去
[00:54:15 - 00:54:18] 抓取那些用一些抓包工具
[00:54:18 - 00:54:21] 就抓取那些支付密钥是否有正常的一些加密
[00:54:21 - 00:54:23] 要去修改
[00:54:23 - 00:54:25] 如果是当我去修改的话
[00:54:25 - 00:54:27] 修改了订单金额
[00:54:27 - 00:54:29] 他是否会提醒一个
[00:54:29 - 00:54:31] 会有一个错误的一些处理
[00:54:31 - 00:54:35] 比如说我订单金额是100
[00:54:35 - 00:54:37] 然后我抓包
[00:54:37 - 00:54:39] 把它改成10
[00:54:39 - 00:54:41] 是否有一些验
[00:54:41 - 00:54:44] 后台有一些验证的一些操作
[00:54:46 - 00:54:48] 然后就是
[00:54:48 - 00:54:54] 看他
[00:55:15 - 00:55:23] 比如是从
[00:55:23 - 00:55:27] 加入如果是有有汇卷的话
[00:55:27 - 00:55:29] 会考虑到
[00:55:29 - 00:55:30] 对你折扣吧
[00:55:30 - 00:55:33] 有抵消到对你一些支付
[00:55:33 - 00:55:37] 看了如果退款的话
[00:55:37 - 00:55:40] 绝汇卷是否能正常的一些等退款
[00:55:40 - 00:55:43] 能反退款之后
[00:55:43 - 00:55:45] 退款之后有汇卷是否能正常使用符合
[00:55:45 - 00:55:47] 业务规则这样的一个情况
[00:55:47 - 00:55:55] 还有就是
[00:55:55 - 00:56:01] 像如果有一种
[00:56:01 - 00:56:03] 之前测出过一个bug就是
[00:56:03 - 00:56:06] 就是也是可以作为测试点嘛
[00:56:06 - 00:56:07] 就像
[00:56:07 - 00:56:10] 当订单金额叠加
[00:56:10 - 00:56:13] 订单金额小于有汇卷的金额的话
[00:56:13 - 00:56:15] 它是我会有一个支付商的
[00:56:15 - 00:56:17] 是否会爆出这么一个情况
[00:56:17 - 00:56:20] 我会显示提示有汇卷不可用
[00:56:20 - 00:56:26] 或者订单金额直接显示零
[00:56:26 - 00:56:28] 也是能不能正常支付
[00:56:28 - 00:56:30] 看下后台的订单状态是否
[00:56:30 - 00:56:32] 是否合理
[00:56:32 - 00:56:37] 就真的还有
[00:56:41 - 00:56:44] 还有就是当服务连员的
[00:56:44 - 00:56:46] 服务时间
[00:56:46 - 00:56:57] 还有就是服务服务端的去申请售后
[00:56:57 - 00:57:01] 看到是否会正常的
[00:57:01 - 00:57:03] 走到后台去审批
[00:57:03 - 00:57:06] 然后再去进行一个用gvb
[00:57:06 - 00:57:08] 用g的一个退款
[00:57:08 - 00:57:10] 要给到用户端去
[00:57:10 - 00:57:15] 给到用户端查看一些道战的一些情况
[00:57:15 - 00:57:18] 像对应的像如果是鱼儿支付
[00:57:18 - 00:57:20] 就是有鱼儿道战情况
[00:57:20 - 00:57:23] 还有支付宝支付就有支付宝的一些情况
[00:57:23 - 00:57:28] 都是附认的一些
[00:57:28 - 00:57:31] 组合吧
[00:57:37 - 00:57:40] 如果是平常我也会有做
[00:57:40 - 00:57:43] 这是点的话有一种
[00:57:43 - 00:57:45] 平时寻找
[00:57:45 - 00:57:47] 就是每天去查看
[00:57:47 - 00:57:50] 支付宝支付宝支付宝
[00:57:50 - 00:57:53] 微信这种支付总监是否能正常拉起
[00:57:53 - 00:57:55] 显示对应一些金额
[00:57:55 - 00:57:59] 还有支付是否
[00:57:59 - 00:58:02] 是否能正常扣款
[00:58:06 - 00:58:10] 这就是我跟整个女孩需要再补充
[00:58:10 - 00:58:15] 再补充的话
[00:58:35 - 00:58:37] 可能就暂时想到那么多
[00:58:37 - 00:58:43] 那你这边有没有想要了解我们
[00:58:43 - 00:58:46] 公司的话
[00:58:46 - 00:58:48] 对于这种测试感慰主要的
[00:58:48 - 00:58:52] 现在如果是匈契老主要是做一些
[00:58:52 - 00:58:54] 什么样的一些工作呢
[00:58:54 - 00:58:57] 现在最主要的就是
[00:58:57 - 00:58:59] 公文测试感慰证试
[00:58:59 - 00:59:01] 最主要的
[00:59:01 - 00:59:05] 最初我们现在主要的
[00:59:05 - 00:59:07] 找的这个感慰主要的就是
[00:59:07 - 00:59:09] 我们测试跟A型测试
[00:59:09 - 00:59:12] 然后自动化这些快的话是
[00:59:12 - 00:59:16] 没有前置性要求
[00:59:16 - 00:59:18] 但是这个东西
[00:59:18 - 00:59:20] 有在做
[00:59:20 - 00:59:22] 是这么一个
[00:59:22 - 00:59:25] 然后还有一个就是
[00:59:25 - 00:59:27] 一些反馈的本金
[00:59:27 - 00:59:29] 就比如说商家在用我们的系统
[00:59:29 - 00:59:31] 有一些
[00:59:31 - 00:59:33] 遇到一些问题
[00:59:33 - 00:59:36] 使用上的问题就不是我们的工作范畴
[00:59:36 - 00:59:39] 但是如果说遇到一些类似bug之类的
[00:59:39 - 00:59:41] 问题就是需要我们去更新的样子
[00:59:41 - 00:59:44] 这个我日常工作也会有设计的
[00:59:44 - 00:59:46] 上一份工作也会有
[00:59:46 - 00:59:52] 对 基本上常规的工作就这几线
[00:59:52 - 00:59:54] 这个功能测试还有一些
[00:59:54 - 00:59:57] 如果真是要我去做智能化甲本编写
[00:59:57 - 00:59:59] 我也能
[00:59:59 - 01:00:01] 我觉得自己也是能够生日
[01:00:01 - 01:00:05] 还有的话就是
[01:00:05 - 01:00:09] 就是现在
[01:00:09 - 01:00:13] 在这么一套面试流程下来的话
[01:00:13 - 01:00:15] 面试官对我自己的评价
[01:00:15 - 01:00:18] 或者有什么需要提升的地方
[01:00:18 - 01:00:19] 在哪里
[01:00:19 - 01:00:22] 我觉得就是因为
[01:00:22 - 01:00:26] 因为在我们的业务上的要求
[01:00:26 - 01:00:30] 我们对AI跟AZM这两块
[01:00:30 - 01:00:32] AZM的测试怎么样
[01:00:32 - 01:00:37] 我们对这两块的要求比较多一些
[01:00:37 - 01:00:38] 在刚才
[01:00:38 - 01:00:40] 其实在我们的沟通下来
[01:00:40 - 01:00:45] 我觉得你在这一方面的时间
[01:00:45 - 01:00:46] 是有那么一些
[01:00:46 - 01:00:48] 但是其实是不够的
[01:00:48 - 01:00:50] 就不会生
[01:00:50 - 01:00:52] 还有就是不够管
[01:00:52 - 01:00:56] 就比如说你刚才你捡到的
[01:00:56 - 01:00:58] 就是你用卡拉斯的那套
[01:00:58 - 01:01:00] 就是说之前可能会有一段时间
[01:01:00 - 01:01:01] 比较火
[01:01:01 - 01:01:03] 大家工作后面在推的那一套
[01:01:03 - 01:01:05] 就说什么设计一个人的
[01:01:05 - 01:01:06] 只是或者什么的
[01:01:06 - 01:01:08] 其实这个只是一个
[01:01:08 - 01:01:10] 说白的
[01:01:10 - 01:01:13] 其实就是一个文件系统的一个管理
[01:01:13 - 01:01:14] 就是一个文件管理
[01:01:14 - 01:01:16] 大概是这么一个动作
[01:01:16 - 01:01:20] 但是实际上在我们日常用到的
[01:01:20 - 01:01:25] 就是说常见的一些智能体来用的
[01:01:25 - 01:01:26] 只输过几万张都是
[01:01:26 - 01:01:28] IG 生产数据户之类的
[01:01:28 - 01:01:31] 像这种的
[01:01:31 - 01:01:35] 但是对这种IG的炸毁率的测试
[01:01:35 - 01:01:38] 或者说对智能体的测试
[01:01:38 - 01:01:42] 就是你是缺乏了一些理解
[01:01:42 - 01:01:45] 就是说怎么去做一个
[01:01:45 - 01:01:48] 就比如说一个评测级怎么生成
[01:01:48 - 01:01:50] 你刚才讲到的是
[01:01:50 - 01:01:52] 就是说要去网上下载
[01:01:52 - 01:01:53] 或者什么样的
[01:01:53 - 01:01:54] 就是针对
[01:01:54 - 01:01:56] 因为我刚才讲到的是一个
[01:01:56 - 01:01:59] 假设是这个美容店用的这个智能体
[01:01:59 - 01:02:01] 比如说它的一些品线
[01:02:01 - 01:02:02] 一些收的问题
[01:02:02 - 01:02:03] 等等等等
[01:02:03 - 01:02:05] 那其实这个东西
[01:02:05 - 01:02:07] 至于还是这个美容店的
[01:02:07 - 01:02:09] 美容店的一些品线
[01:02:09 - 01:02:11] 其实你在工室上去下的那些东西
[01:02:11 - 01:02:13] 是没有办法覆盖它
[01:02:13 - 01:02:15] 作业指示的部分的
[01:02:15 - 01:02:18] 也就是说会缺少了
[01:02:18 - 01:02:24] 对它整整日常常用的那一部分的
[01:02:24 - 01:02:25] 评测级
[01:02:25 - 01:02:27] 就比如说我们一般的评测级的话是
[01:02:27 - 01:02:30] 我们一般的评测级是怎么产生的呢
[01:02:30 - 01:02:32] 就是说
[01:02:32 - 01:02:35] 如果三家有提供
[01:02:35 - 01:02:37] 它就是说它本身会有客服的
[01:02:37 - 01:02:41] 它本身客服的话可能会有一些积累
[01:02:41 - 01:02:42] 就是说呈现那些问题
[01:02:42 - 01:02:44] 什么样的可能会有一些这样的东西
[01:02:44 - 01:02:45] 会给到我们
[01:02:45 - 01:02:48] 然后还有它整个客服的工作流行是怎么样的
[01:02:48 - 01:02:52] 因为一个客服它可能不只是回答问题
[01:02:52 - 01:02:55] 它可能还有引导你复工
[01:02:55 - 01:02:57] 或者引导你生蛋之类的
[01:02:57 - 01:02:58] 可能会有这种操作的
[01:02:58 - 01:02:59] 对吧
[01:02:59 - 01:03:00] 那这样子的话
[01:03:00 - 01:03:01] 它的工作流行是怎么样的
[01:03:01 - 01:03:03] 那就找对应的客服
[01:03:03 - 01:03:05] 让它去获取它对应的两天记录
[01:03:05 - 01:03:06] 对
[01:03:06 - 01:03:08] 这样一个
[01:03:08 - 01:03:10] 我们会需要如果有
[01:03:10 - 01:03:13] 它就会让它提供一些
[01:03:13 - 01:03:14] 一些日常的
[01:03:14 - 01:03:17] 就所有过的一些数据级
[01:03:17 - 01:03:18] 对吧
[01:03:18 - 01:03:21] 必要的就是它的工作流程
[01:03:21 - 01:03:23] 工作流程是必要的
[01:03:23 - 01:03:24] 因为我们一个次能提要
[01:03:24 - 01:03:26] 能够帮它完成那个工作
[01:03:26 - 01:03:28] 它这个工作流程
[01:03:28 - 01:03:29] 肯定是要回答我们的
[01:03:29 - 01:03:32] 就是说我们会记忆它提供的
[01:03:32 - 01:03:34] 这次信息还有
[01:03:34 - 01:03:36] 基于最重要的一个点
[01:03:36 - 01:03:39] 就是基于它的指示库
[01:03:39 - 01:03:42] 来生成我们的一个评测级
[01:03:42 - 01:03:45] 这里是其中一部分
[01:03:45 - 01:03:46] 还有一部分的话
[01:03:46 - 01:03:49] 可能就会根据不同的人格
[01:03:49 - 01:03:50] 就是说不同的情况
[01:03:50 - 01:03:54] 会生成一些不同的评测级
[01:03:54 - 01:03:56] 然后还要加上一些敏感信息
[01:03:56 - 01:03:59] 安全信息之类的
[01:03:59 - 01:04:02] 这种组成一个完整的评测级
[01:04:02 - 01:04:05] 就是说按常规的
[01:04:05 - 01:04:06] 一流上来走的话
[01:04:06 - 01:04:07] 就是这样子
[01:04:07 - 01:04:08] 会有一个这样的评测级
[01:04:08 - 01:04:10] 然后我们去怎么
[01:04:10 - 01:04:12] 去做这个事情呢
[01:04:12 - 01:04:13] 就是说拿到了这个评测级的时候
[01:04:13 - 01:04:15] 我们一般会说
[01:04:15 - 01:04:17] 假设可能会用一些
[01:04:17 - 01:04:20] 技术站例有什么DIP益可
[01:04:20 - 01:04:22] 之类的这种
[01:04:22 - 01:04:25] 这种框架来做一些
[01:04:25 - 01:04:27] 皮链的
[01:04:27 - 01:04:29] 皮链的一个问答
[01:04:29 - 01:04:32] 然后做一些答案的裁决
[01:04:32 - 01:04:34] 就会有一个裁判活性来去评判
[01:04:34 - 01:04:36] 那我们怎么确保它是OK的呢
[01:04:36 - 01:04:39] 就是说在它出来的这份报告里面
[01:04:39 - 01:04:40] 我们会抽样
[01:04:40 - 01:04:42] 一个是抽样去
[01:04:42 - 01:04:45] 人工不可能说全部都看了
[01:04:45 - 01:04:47] 就是说我们一个是会抽样
[01:04:47 - 01:04:49] 第二个就是会拿
[01:04:49 - 01:04:52] 评分低的一些出来看
[01:04:52 - 01:04:55] 然后就是再给到裁判去迭代
[01:04:55 - 01:04:56] 这个是其中一个
[01:04:56 - 01:04:58] 如果是在
[01:04:58 - 01:05:01] 如果是在刚开始的阶段
[01:05:01 - 01:05:03] 就是说刚才捡到的那一套
[01:05:03 - 01:05:05] 就是差不多的基础
[01:05:05 - 01:05:06] 上去去做
[01:05:06 - 01:05:08] 如果是刚开始的阶段的话
[01:05:08 - 01:05:10] 可能就是评判基础就不会那么多
[01:05:10 - 01:05:13] 可能就会照一些评判基础
[01:05:13 - 01:05:14] 然后可能不多
[01:05:14 - 01:05:16] 然后就会皮链的
[01:05:16 - 01:05:19] 皮链的去走完了之后自己看
[01:05:19 - 01:05:22] 就比如说10来20条这样子的
[01:05:22 - 01:05:24] 然后皮链的做完之后就看看了
[01:05:24 - 01:05:25] 就调调
[01:05:25 - 01:05:27] 把整个是能调到差不多的之后
[01:05:27 - 01:05:29] 才会走刚才说的那一套
[01:05:29 - 01:05:31] 去做一个大皮链的一个
[01:05:31 - 01:05:33] 这个我刚才也是
[01:05:33 - 01:05:35] 比较符合的吧
[01:05:35 - 01:05:38] 怎么说呢你捡到的一些
[01:05:38 - 01:05:40] 有一些点是合的
[01:05:40 - 01:05:43] 就是可能就数据级那边就可能
[01:05:43 - 01:05:45] 有一些点是有捡到
[01:05:45 - 01:05:47] 但是有一些点是
[01:05:47 - 01:05:49] 是有一点
[01:05:49 - 01:05:51] 是有一点接近
[01:05:51 - 01:05:53] 会有捡到一些一部分
[01:05:53 - 01:05:55] 像如果刚才听你讲的话
[01:05:55 - 01:05:58] 就像这个裁判也是有讲到
[01:05:58 - 01:06:01] 可能就数据级那边会取可能就
[01:06:01 - 01:06:03] 还有一个
[01:06:03 - 01:06:05] 还有一个
[01:06:05 - 01:06:07] 跟审理就说刚才那一套
[01:06:07 - 01:06:09] 还有一些更深的意思点
[01:06:09 - 01:06:11] 就比如说
[01:06:11 - 01:06:13] 现在刚才讲到的是一分一答对吧
[01:06:13 - 01:06:16] 那我再问你一个问题
[01:06:16 - 01:06:18] 那如果是多轮的你怎么做
[01:06:18 - 01:06:20] 多轮对话
[01:06:20 - 01:06:22] 对就说我一个A准
[01:06:22 - 01:06:24] 他是会有多轮的
[01:06:24 - 01:06:26] 好不可能说只是一分一答
[01:06:26 - 01:06:28] 那这个多轮你怎么做
[01:06:28 - 01:06:30] 嗯
[01:06:30 - 01:06:32] 这个在讲详细点
[01:06:32 - 01:06:34] 你一个多轮就克服过多轮吗
[01:06:34 - 01:06:37] 就比如说我作为一个客服
[01:06:37 - 01:06:38] 对吧
[01:06:38 - 01:06:40] 我找客服问一些东西
[01:06:40 - 01:06:42] 可能我会跟他聊
[01:06:42 - 01:06:44] 就比如说你一个客服之类的
[01:06:44 - 01:06:46] 他可能会做一下比如说有
[01:06:46 - 01:06:48] 让你可能会引导你复购
[01:06:48 - 01:06:49] 这样子的话
[01:06:49 - 01:06:51] 那我先来找你问一个说问题
[01:06:51 - 01:06:53] 然后你要把我引导到复购
[01:06:53 - 01:06:55] 等那个步骤
[01:06:55 - 01:06:58] 那是不是我经过多次的对话
[01:06:58 - 01:06:59] 那你怎么去吧
[01:06:59 - 01:07:03] 怎么去测我这个多轮是能够走到那个复购那里
[01:07:03 - 01:07:05] 怎么去引导
[01:07:05 - 01:07:06] 对
[01:07:06 - 01:07:10] 就说智能体会有引导我走到复购的那一步
[01:07:10 - 01:07:12] 就说他们在话说就是理由的过程中
[01:07:12 - 01:07:13] 会把那个打成去测
[01:07:13 - 01:07:15] 嗯肯定是会有
[01:07:15 - 01:07:17] 根据这个引导一个节点吧
[01:07:17 - 01:07:19] 把它拆成一个节点
[01:07:19 - 01:07:21] 然后我会先去测试
[01:07:21 - 01:07:23] 第一次问他一个说问题
[01:07:23 - 01:07:25] 然后去匹配到是不是有
[01:07:25 - 01:07:26] 嗯
[01:07:26 - 01:07:28] 下一个节点
[01:07:28 - 01:07:30] 下一个节点是会有
[01:07:30 - 01:07:32] 嗯
[01:07:32 - 01:07:33] 符合他导
[01:07:33 - 01:07:36] 嗯引导他购入的那个商品的一些资料
[01:07:36 - 01:07:39] 然后再去慢慢的去测试
[01:07:39 - 01:07:40] 嗯
[01:07:40 - 01:07:43] 假设于拥护的角度去测
[01:07:43 - 01:07:44] 嗯
[01:07:44 - 01:07:45] 像如果再去问
[01:07:45 - 01:07:46] 如果像
[01:07:46 - 01:07:49] 先这是正常的先正常走一遍
[01:07:49 - 01:07:51] 嗯正常如果像
[01:07:51 - 01:07:52] 呃
[01:07:52 - 01:07:55] 根据AI的他提示我去引导
[01:07:55 - 01:07:56] 输出
[01:07:56 - 01:07:57] 然后我就根据AI去问
[01:07:57 - 01:08:00] 然后或者依查的话就像
[01:08:00 - 01:08:02] 可能会中途中途像我
[01:08:02 - 01:08:05] 我不想买我不想买这种输入这种提示词
[01:08:05 - 01:08:07] 然后看他AI是怎么去反应
[01:08:07 - 01:08:08] 要反会
[01:08:08 - 01:08:12] 或是会有一种进行多次的一些引导
[01:08:12 - 01:08:13] 看那种节点
[01:08:13 - 01:08:17] 对那就是按你的回答来说其实就是
[01:08:17 - 01:08:19] 我个人在那里跟他聊
[01:08:19 - 01:08:20] 嗯
[01:08:20 - 01:08:23] 对吧那如果说我不用人工来跟他聊
[01:08:23 - 01:08:26] 因为你人工聊的话你可能只是聊一遍
[01:08:26 - 01:08:27] 就说
[01:08:27 - 01:08:28] 这一个动作
[01:08:28 - 01:08:30] 其实在怎么说呢
[01:08:30 - 01:08:33] 在这整一个词里面来说
[01:08:33 - 01:08:36] 你刚才讲到的这个这段其实就是在开发
[01:08:36 - 01:08:39] 智能体的过程中
[01:08:39 - 01:08:41] 用来检测
[01:08:41 - 01:08:44] 这个智能体有没有开发完的一个标准
[01:08:44 - 01:08:46] 就是这个还没有进入到
[01:08:46 - 01:08:48] 就是还没有进入到测试的一个标准
[01:08:48 - 01:08:49] 嗯
[01:08:49 - 01:08:50] 这个只是开发的一个标准
[01:08:50 - 01:08:52] 因为我要开发我要确保这个
[01:08:52 - 01:08:54] 智能体是开发的
[01:08:54 - 01:08:56] 打到要求其实就是我要跟
[01:08:56 - 01:08:59] 我人工在开发不能跟他聊一会儿调
[01:08:59 - 01:09:00] 对吧
[01:09:00 - 01:09:01] 嗯
[01:09:01 - 01:09:03] 那过了这个节段之后测试他就测了
[01:09:03 - 01:09:06] 还要还是人工去跟他聊一遍
[01:09:06 - 01:09:09] 哦不是那就是用数据级吧
[01:09:09 - 01:09:12] 勾兆一些多冷的对话的数据级
[01:09:12 - 01:09:13] 你怎么
[01:09:13 - 01:09:15] 像用比如说你刚才讲的就是用
[01:09:15 - 01:09:16] 客服
[01:09:16 - 01:09:17] 根据客服
[01:09:17 - 01:09:19] 客服提供那些数据级
[01:09:19 - 01:09:23] 或者甚至去本地的那些聊天记录
[01:09:23 - 01:09:26] 那我把关键效率有个问题
[01:09:26 - 01:09:27] 那比如说我设置好了
[01:09:27 - 01:09:29] 三个问题是两岁的对吧
[01:09:29 - 01:09:31] 那我第一个问题问了
[01:09:31 - 01:09:33] A种回了
[01:09:33 - 01:09:35] 他回的这个内容
[01:09:35 - 01:09:37] 如果跟我第二个问题是不想干的
[01:09:37 - 01:09:39] 那我硬生生问第二个问题
[01:09:39 - 01:09:41] 那这不就
[01:09:41 - 01:09:44] 那就是判断这条
[01:09:44 - 01:09:46] 这一整为失败了
[01:09:46 - 01:09:47] 那现在怎么
[01:09:47 - 01:09:49] 因为怎么说呢
[01:09:49 - 01:09:51] 因为
[01:09:51 - 01:09:54] AI它本身就具有一个不确定性
[01:09:54 - 01:09:56] 像这种情况下
[01:09:56 - 01:09:58] 它给你的回答
[01:09:58 - 01:10:01] 不可能是会完全按照
[01:10:01 - 01:10:02] 理喻设的去走的
[01:10:02 - 01:10:04] 就比如说
[01:10:04 - 01:10:06] 你问了它几个问题
[01:10:06 - 01:10:08] 就是我第一个问题问了
[01:10:08 - 01:10:09] 它给我回答
[01:10:09 - 01:10:11] 它可能的回答
[01:10:11 - 01:10:14] A B C假设有三个
[01:10:14 - 01:10:15] 三个反省的回答
[01:10:15 - 01:10:17] A是我设置好的这个反省
[01:10:17 - 01:10:19] 我可以再回一个B问题给它
[01:10:19 - 01:10:22] 但是如果它回的是B或者C
[01:10:22 - 01:10:24] 那我这个问题
[01:10:24 - 01:10:26] 跟这个对不上的话
[01:10:26 - 01:10:28] 那我怎么会勾造成一个
[01:10:28 - 01:10:30] 完整的对话去
[01:10:30 - 01:10:31] 判断这个问题
[01:10:31 - 01:10:32] 不可以
[01:10:32 - 01:10:33] 你不能因为
[01:10:33 - 01:10:35] 它不按照你意识的
[01:10:35 - 01:10:37] 这个对方你就觉得它不行
[01:10:37 - 01:10:39] 因为它有可能是回答A
[01:10:39 - 01:10:40] 回答B 回答C
[01:10:40 - 01:10:42] 它都是OK的
[01:10:42 - 01:10:43] 假设都是OK的
[01:10:43 - 01:10:44] 对吧
[01:10:44 - 01:10:46] 假设都是OK的
[01:10:46 - 01:10:48] 对 就是它问
[01:10:48 - 01:10:49] 比如说你问一个问题
[01:10:49 - 01:10:51] 假设你问它
[01:10:51 - 01:10:52] 今天天气怎么样
[01:10:52 - 01:10:54] 假设我就举一个很简单的例子
[01:10:54 - 01:10:56] 就说你问它今天天气怎么样
[01:10:56 - 01:10:58] 它可能就会天气清冷了
[01:10:58 - 01:11:00] 或者今天天气不好
[01:11:00 - 01:11:02] 或者晕天
[01:11:02 - 01:11:03] 或者下雨之类的
[01:11:03 - 01:11:05] 会有几种不同的情况了吗
[01:11:05 - 01:11:07] 那这个时候
[01:11:07 - 01:11:09] 你预设的问题里面
[01:11:09 - 01:11:11] 你可能会针对天气清冷
[01:11:11 - 01:11:12] 来做第二个问题
[01:11:12 - 01:11:14] 那这它回的是雨天
[01:11:14 - 01:11:16] 那你还会把这个
[01:11:16 - 01:11:18] 第二个问题照样去问它
[01:11:18 - 01:11:19] 不就对不上你
[01:11:19 - 01:11:21] 那你这个多冷的评说
[01:11:21 - 01:11:24] 不就没有意义了
[01:11:24 - 01:11:25] 那只能说
[01:11:25 - 01:11:27] 这个数据级考虑的情况
[01:11:27 - 01:11:28] 不够吧
[01:11:28 - 01:11:29] 其实这个东西
[01:11:29 - 01:11:30] 因为这个东西
[01:11:30 - 01:11:34] 因为本身是一个
[01:11:34 - 01:11:36] 不确定性的东西
[01:11:36 - 01:11:40] 这个时候你要用一个
[01:11:40 - 01:11:42] 确定性的东西
[01:11:42 - 01:11:43] 来去相似一个
[01:11:43 - 01:11:44] 不确定性的东西
[01:11:44 - 01:11:45] 你永远的考虑不完
[01:11:45 - 01:11:46] 那种情况
[01:11:46 - 01:11:48] 那就只能让把这个确定性
[01:11:48 - 01:11:51] 用提子尺去捆绑吧
[01:11:51 - 01:11:54] 其实像这种情况
[01:11:54 - 01:11:56] 你没有办法用
[01:11:56 - 01:12:00] 原来这种疑问一答
[01:12:00 - 01:12:01] 这种单人的评设期
[01:12:01 - 01:12:03] 去做这个多冷的测试
[01:12:03 - 01:12:05] 就比如说
[01:12:05 - 01:12:06] 你没有办法设定好
[01:12:06 - 01:12:08] 那时候第一句
[01:12:08 - 01:12:10] 我吃了
[01:12:10 - 01:12:11] 比如说我做了这个项目之后
[01:12:11 - 01:12:12] 回来
[01:12:12 - 01:12:14] 哪里哪里不舒服
[01:12:14 - 01:12:18] 然后现在的一句
[01:12:18 - 01:12:20] 他肯定在告诉我
[01:12:20 - 01:12:23] 这个形象是怎么产生的
[01:12:23 - 01:12:24] 然后怎么样怎么样的
[01:12:24 - 01:12:26] 我们应该注意什么东西
[01:12:26 - 01:12:28] 之后我再问他
[01:12:28 - 01:12:30] 那比如说他可能会有
[01:12:30 - 01:12:31] 有的人就会表示
[01:12:31 - 01:12:32] 那我知道了
[01:12:32 - 01:12:33] 那我会注意
[01:12:33 - 01:12:34] 这样这样
[01:12:34 - 01:12:35] 会有这种情况
[01:12:35 - 01:12:37] 但是会有的人就说
[01:12:37 - 01:12:38] 那为什么这个
[01:12:38 - 01:12:39] 才有的人
[01:12:39 - 01:12:41] 可能就直接就跳起来
[01:12:41 - 01:12:42] 为什么你一开始不敢
[01:12:42 - 01:12:43] 我说有这种情况
[01:12:43 - 01:12:44] 可能就会对骂
[01:12:44 - 01:12:45] 就会骂你
[01:12:45 - 01:12:46] 然后怎么样
[01:12:46 - 01:12:47] 那像这种的话
[01:12:47 - 01:12:49] 你怎么用
[01:12:49 - 01:12:51] 你怎么用一个确定的
[01:12:51 - 01:12:54] 评设期去固化这个对话呢
[01:12:54 - 01:12:57] 所以说用固定的对话
[01:12:57 - 01:12:59] 来做评设期
[01:12:59 - 01:13:00] 是做不到这个事情的
[01:13:00 - 01:13:04] 那整个我觉得
[01:13:04 - 01:13:05] 那为什么不限制
[01:13:05 - 01:13:07] 那个不确定的一个字体呢
[01:13:07 - 01:13:09] 因为他本身
[01:13:09 - 01:13:11] 他本身他就是
[01:13:11 - 01:13:12] 会有这种情况
[01:13:12 - 01:13:14] 他就是要应对这种情况
[01:13:14 - 01:13:16] 应对不确定性
[01:13:16 - 01:13:18] 对啊你本身你一个
[01:13:18 - 01:13:19] 你一个字能听你本身
[01:13:19 - 01:13:22] 就要应对各种不同的情况
[01:13:22 - 01:13:23] 你不能限制
[01:13:23 - 01:13:24] 就比如说
[01:13:24 - 01:13:25] 他只回答好的
[01:13:25 - 01:13:27] 那我就只是往下走
[01:13:27 - 01:13:28] 他如果不回答好的
[01:13:28 - 01:13:29] 我就不理他嘛
[01:13:29 - 01:13:32] 这个的话
[01:13:32 - 01:13:33] 其实这个东西
[01:13:33 - 01:13:34] 其实就是
[01:13:34 - 01:13:35] 多一准吗
[01:13:35 - 01:13:37] 其实这个东西
[01:13:37 - 01:13:38] 说的
[01:13:38 - 01:13:39] 其实也没有说
[01:13:39 - 01:13:41] 你想象中的那么苦
[01:13:41 - 01:13:44] 我们的做法是怎么样的
[01:13:44 - 01:13:48] 本身这个东西就是用AR来测AR
[01:13:48 - 01:13:49] 才能做到这种
[01:13:49 - 01:13:50] 才能做到这种
[01:13:50 - 01:13:52] 多人的对话嘛
[01:13:52 - 01:13:54] 要两个Agent去对话
[01:13:54 - 01:13:55] 那你要怎么确定
[01:13:55 - 01:13:56] 这个
[01:13:56 - 01:13:57] 因为本身
[01:13:57 - 01:13:58] 被测的Agent
[01:13:58 - 01:13:59] 已经是开发好的
[01:13:59 - 01:14:02] 那我你首先要做一个就是
[01:14:02 - 01:14:03] 客户的Agent
[01:14:03 - 01:14:04] 就是你会告诉他
[01:14:04 - 01:14:06] 你可以用对比测试
[01:14:06 - 01:14:07] 这么一个情况吗
[01:14:07 - 01:14:08] 对你会给他
[01:14:08 - 01:14:10] 就比如说你设置好
[01:14:10 - 01:14:13] 测试的Agent是怎么样的
[01:14:13 - 01:14:14] 就是说
